id_cliente,nombre,email,genero,fecha_nacimiento,ciudad,segmento
1424,Valeria Chávez Flores,valeria.chavez.flores3@seguro.sv,Female,28/09/1957,sonsonate,REGULAR
1425,Ana Hernández Martínez,ana.hernandez.martinez4@example.com,Fem,4/17/1969, La Libertad ,VIP
1426,Andrés Reyes Morales,andres.reyes.morales5@mail.com,m,12/20/1955, San Miguel ,
1427,Juan Mendoza Martínez,juan.mendoza.martinez6@correo.com,,11/3/2004,San salvador,Premium
1428,José Mendoza Gómez,jose.mendoza.gomez0@example.com,femenino,1/16/2004,SanSalvador,REGULAR
1429,María Aguilar Morales,maria.aguilar.morales1@seguro.sv,m,26-11-1988, Santa Ana ,vip
1430,Sofía Chávez Gómez,sofia.chavez.gomez2@example.com,Masculino,4/5/1950, San Salvador ,VIP
1431,Juan Cruz Aguilar,juan.cruz.aguilar3@correo.com,Fem,21/10/1943,Sonso,REGULAR
1432,Lucía Morales López,lucia.morales.lopez4@seguro.sv,F,10/10/1985,Sonsonate,VIP
1433,Sofía Santos Martínez,sofia.santos.martinez5@seguro.sv,F,9/26/1958, San Salvador ,REGULAR
1434,Daniela Gómez Morales,daniela.gomez.morales6@mail.com,m,2/2/1959,S. Miguel,
1435,Pedro Mendoza Morales,pedro.mendoza.morales0@gmail.com,Female,5/5/1954,Sta. Ana,Regular
1436,Lucía Hernández Castillo,lucia.hernandez.castillo1@gmail.com,m,7/8/1980,la libertad,Premium
1437,José Martínez Morales,jose.martinez.morales2@correo.com,Masculino,3/9/2012,san miguel,
1438,Carlos Vásquez Chávez,carlos.vasquez.chavez3@correo.com,Mujer,11/16/1944, Santa Ana ,VIP
1439,Carlos López Ramírez,carlos.lopez.ramirez4@correo.com,,25-03-1956,SanMiguel,Pyme
1440,Karla Gómez Aguilar,karla.gomez.aguilar5@example.com,m,29/01/1983, San Salvador ,vip
1441,Ana López Torres,ana.lopez.torres6@example.com,F,6/27/1944,LaLibertad,
1442,Carmen Hernández Martínez,carmen.hernandez.martinez0@correo.com,,1/7/1973,SS,Pyme
1443,Ana Castillo Martínez,ana.castillo.martinez1@example.com,,9/10/1950,San Salvador,PYME
1444,Carmen López Hernández,carmen.lopez.hernandez2@seguro.sv,Mujer,9/22/1947,S. Miguel,VIP
1445,Jorge Aguilar García,jorge.aguilar.garcia3@correo.com,M,14-08-2005,La Libertad,VIP
1446,Ricardo Rojas Chávez,ricardo.rojas.chavez4@mail.com,Mujer,12/31/1976,SS,Regular
1447,Ricardo Ramírez Flores,ricardo.ramirez.flores5@correo.com,Masculino,10/3/1942,San Salvador,
1448,Andrés Ortiz Aguilar,andres.ortiz.aguilar6@mail.com,Female,1/19/2011, San Salvador ,REGULAR
1449,Paula Aguilar Ortiz,paula.aguilar.ortiz0@example.com,Hombre,9/14/1954,Sta. Ana,REGULAR
1450,Andrés Gómez Santos,andres.gomez.santos1@example.com,Female,17/01/1976, La Libertad ,Pyme
1451,Pedro Rojas García,pedro.rojas.garcia2@correo.com,femenino,1/8/1994,LaLibertad,
1452,Carmen Martínez Reyes,carmen.martinez.reyes3@correo.com,Mujer,6/5/1985,sonsonate,
1453,Luis Ramírez Morales,luis.ramirez.morales4@mail.com,Hombre,5/2/1947, San Salvador ,vip
1454,Jorge López Flores,jorge.lopez.flores5@correo.com,Masculino,5/20/1989,La Libertad,REGULAR
1455,Pedro Ortiz Morales,pedro.ortiz.morales6@seguro.sv,Masculino,12/6/1986,SanMiguel,vip
1456,Diego Chávez Pérez,diego.chavez.perez0@correo.com,F,4/4/2002,SanSalvador,Premium
1457,María Castillo Cruz,maria.castillo.cruz1@correo.com,Hombre,10/22/2007,Santa Ana,VIP
1458,Ana Castillo Hernández,ana.castillo.hernandez2@mail.com,M,7/30/1958,La Libertad,Pyme
1459,Pedro Morales López,pedro.morales.lopez3@example.com,,8/9/2002,Sta. Ana,Pyme
1460,Karla Santos Aguilar,karla.santos.aguilar4@mail.com,m,26-12-1996,SanSalvador,REGULAR
1461,Pedro López Flores,pedro.lopez.flores5@seguro.sv,Hombre,11/9/2002, La Libertad ,
1462,Pedro Aguilar López,pedro.aguilar.lopez6@seguro.sv,M,1/2/1974, San Miguel ,vip
1463,María Cruz Hernández,maria.cruz.hernandez0@example.com,Masculino,10/16/1980,La Libertad,REGULAR
1464,Carlos Ortiz Chávez,carlos.ortiz.chavez1@mail.com,F,6/6/1959,Sonsonate,
1465,Paula García Mendoza,paula.garcia.mendoza2@gmail.com,,4/4/1956,SS,
1466,José Mendoza Aguilar,jose.mendoza.aguilar3@example.com,Fem,8/8/1955, San Miguel ,REGULAR
1467,Andrés Hernández Pérez,andres.hernandez.perez4@seguro.sv,Masculino,11/22/1946,la libertad,Pyme
1468,Juan Castillo Gómez,juan.castillo.gomez5@gmail.com,,17/01/1960,La Libertad,vip
1469,Carmen Pérez Pérez,carmen.perez.perez6@gmail.com,Mujer,6/2/2006,LaLibertad,REGULAR
1470,Andrés López Mendoza,andres.lopez.mendoza0@gmail.com,M,30-03-2002,La Libertad,Regular
1471,Andrés Ortiz Rojas,andres.ortiz.rojas1@example.com,m,1/2/1946,LaLibertad,
1472,Diego Pérez Hernández,diego.perez.hernandez2@gmail.com,Fem,1/3/1942, La Libertad ,REGULAR
1473,Fernanda Flores Aguilar,fernanda.flores.aguilar3@correo.com,Mujer,29-12-1945, San Salvador ,VIP
1474,Diego Ramírez Pérez,diego.ramirez.perez4@seguro.sv,F,12/11/1966, San Salvador ,VIP
1475,José Mendoza Flores,jose.mendoza.flores5@example.com,Fem,7/14/1992,SantaAna,PREMIUM
1476,Sofía Aguilar Aguilar,sofia.aguilar.aguilar6@correo.com,,12/13/1982,Sonsonate,Premium
1477,Luis Mendoza Pérez,luis.mendoza.perez0@gmail.com,M,3/24/2008,santa ana,Pyme
1478,Pedro Cruz Flores,pedro.cruz.flores1@seguro.sv,F,6/16/1976,La Libertad,PREMIUM
1479,Pedro Morales Chávez,pedro.morales.chavez2@correo.com,Fem,28-05-1994, Sonsonate,Pyme
1480,Carmen Cruz Torres,carmen.cruz.torres3@mail.com,,10/6/1986,SanSalvador,vip
1481,Fernanda García Pérez,fernanda.garcia.perez4@example.com,Female,4/5/2009,SanMiguel,REGULAR
1482,Carlos Ortiz Torres,carlos.ortiz.torres5@seguro.sv,Hombre,6/5/1969, La Libertad ,
1483,Karla Torres Santos,karla.torres.santos6@mail.com,,4/24/1952, Sonsonate,
1484,María Flores Flores,maria.flores.flores0@gmail.com,Hombre,2/5/1964,S. Miguel,PREMIUM
1485,Jorge Ramírez Vásquez,jorge.ramirez.vasquez1@example.com,Hombre,26-06-1967,S. Miguel,
1486,Andrés Ramírez Torres,andres.ramirez.torres2@example.com,Masculino,8/5/2010, Sonsonate,REGULAR
1487,Sofía Chávez Santos,sofia.chavez.santos3@example.com,m,30/08/1986, Santa Ana ,REGULAR
1488,Carmen Aguilar Vásquez,carmen.aguilar.vasquez4@example.com,Mujer,13-01-1962,Sonso,Premium
1489,Valeria Torres García,valeria.torres.garcia5@seguro.sv,Hombre,28-08-1962,San Salvador,PREMIUM
1490,Valeria Aguilar Chávez,valeria.aguilar.chavez6@example.com,Hombre,5/26/1989,la libertad,Regular
1491,Juan Rojas Aguilar,juan.rojas.aguilar0@seguro.sv,,5/27/1993,San salvador,Premium
1492,José Vásquez Martínez,jose.vasquez.martinez1@example.com,M,9/6/1943,Sonso,Premium
1493,José Rojas Ramírez,jose.rojas.ramirez2@gmail.com,F,8/1/1943,SS,
1494,Valeria Castillo Rojas,valeria.castillo.rojas3@gmail.com,Mujer,8/4/1961, San Miguel ,REGULAR
1495,Diego Pérez López,diego.perez.lopez4@correo.com,Fem,3/9/1989, Santa Ana ,
1496,Ana Gómez García,ana.gomez.garcia5@example.com,,4/1/1991,San salvador,Pyme
1497,Diego Cruz Chávez,diego.cruz.chavez6@correo.com,Masculino,9/9/1994,San Salvador,PREMIUM
1498,Carlos Rojas Santos,carlos.rojas.santos0@seguro.sv,Masculino,20/10/1993,San Salvador,Pyme
1499,Paula Chávez Pérez,paula.chavez.perez1@gmail.com,,4/24/2006,Sonso,PREMIUM
1500,Ricardo Rojas Mendoza,ricardo.rojas.mendoza2@seguro.sv,Hombre,9/16/1970,LaLibertad,
1501,Sofía Vásquez Pérez,sofia.vasquez.perez3@seguro.sv,Fem,9/2/2003,santa ana,REGULAR
1502,Pedro Morales Flores,pedro.morales.flores4@correo.com,,4/26/1962,La Libertad,
1503,Diego García Chávez,diego.garcia.chavez5@seguro.sv,Mujer,12/21/2003,SanMiguel,VIP
1504,Ricardo Rojas Chávez,ricardo.rojas.chavez6@example.com,femenino,19/01/1978,S. Miguel,Regular
1505,Ricardo Gómez Gómez,ricardo.gomez.gomez0@gmail.com,Mujer,8/29/1959,Santa Ana,Pyme
1506,Pedro Martínez Cruz,pedro.martinez.cruz1@correo.com,M,1/27/1948,Sonsonate,Regular
1507,María Mendoza Flores,maria.mendoza.flores2@correo.com,,8/25/1980,santa ana,Pyme
1508,Carlos Gómez Mendoza,carlos.gomez.mendoza3@mail.com,Mujer,12/28/1945,sonsonate,Regular
1509,Fernanda Aguilar Rojas,fernanda.aguilar.rojas4@correo.com,Mujer,1/24/1955,San Salvador,Regular
1510,Carmen Ortiz Hernández,carmen.ortiz.hernandez5@example.com,Fem,22/11/2009,sonsonate,PREMIUM
1511,Ana Reyes Gómez,ana.reyes.gomez6@mail.com,Hombre,10/1/2008,SanSalvador,Premium
1512,Carmen Martínez Aguilar,carmen.martinez.aguilar0@correo.com,Mujer,12/26/1953,Sonso,PYME
1513,Diego Chávez Gómez,diego.chavez.gomez1@correo.com,Fem,9/19/2003,San Salvador,Pyme
1514,Luis López Castillo,luis.lopez.castillo2@seguro.sv,m,3/5/1981, Sonsonate,Pyme
1515,Daniela Chávez Mendoza,daniela.chavez.mendoza3@gmail.com,,10/2/1971,Sonsonate ,Premium
1516,Daniela Aguilar Pérez,daniela.aguilar.perez4@mail.com,Mujer,3/15/2012,San Miguel,
1517,Andrés Morales Morales,andres.morales.morales5@example.com,,14/11/1966,San salvador,Pyme
1518,Luis Chávez Santos,luis.chavez.santos6@correo.com,m,12/2/2010,la libertad,Premium
1519,Ana Cruz Chávez,ana.cruz.chavez0@seguro.sv,,9/9/1962,SantaAna,Premium
1520,Andrés Martínez Cruz,andres.martinez.cruz1@mail.com,Female,1/20/1953,SS,PYME
1521,Lucía Rojas García,lucia.rojas.garcia2@gmail.com,Hombre,2/9/1993,SanSalvador,vip
1522,Pedro Reyes Ramírez,pedro.reyes.ramirez3@correo.com,F,11/4/1967, Santa Ana ,Regular
1523,Juan López Mendoza,juan.lopez.mendoza4@example.com,F,15-08-1959,L. Libertad,
1524,Paula Vásquez Torres,paula.vasquez.torres5@mail.com,Hombre,4/18/1969,SanSalvador,PYME
1525,Andrés Mendoza Martínez,andres.mendoza.martinez6@gmail.com,Hombre,10/11/1999,SantaAna,REGULAR
1526,Paula Flores Pérez,paula.flores.perez0@correo.com,M,10/3/1952,L. Libertad,Pyme
1527,Diego Martínez Martínez,diego.martinez.martinez1@correo.com,Masculino,5/3/1967,sonsonate,Pyme
1528,Luis Rojas Ortiz,luis.rojas.ortiz2@correo.com,F,12/22/1990,Santa Ana,Regular
1529,Ricardo García Cruz,ricardo.garcia.cruz3@correo.com,m,5/1/1982,San Salvador,PYME
1530,Marta Torres Vásquez,marta.torres.vasquez4@example.com,Mujer,1/25/1982,Sonso,REGULAR
1531,Daniela Pérez Santos,daniela.perez.santos5@gmail.com,Masculino,27/08/1986,SanSalvador,PYME
1532,Valeria Reyes Mendoza,valeria.reyes.mendoza6@seguro.sv,F,12/19/1966,S. Miguel,vip
1533,Luis Ortiz Cruz,luis.ortiz.cruz0@correo.com,,15/04/2010, San Salvador ,
1534,Pedro Rojas Morales,pedro.rojas.morales1@example.com,M,13/08/1977, Santa Ana ,PYME
1535,María Reyes Martínez,maria.reyes.martinez2@seguro.sv,Fem,30-01-1979,La Libertad,REGULAR
1536,Pedro Hernández Castillo,pedro.hernandez.castillo3@seguro.sv,,2/21/1961,SantaAna,Pyme
1537,Diego Castillo Cruz,diego.castillo.cruz4@example.com,Fem,10/11/1994, San Miguel ,Pyme
1538,María Hernández García,maria.hernandez.garcia5@mail.com,Fem,5/21/1947,LaLibertad,vip
1539,Luis Martínez López,luis.martinez.lopez6@correo.com,Female,4/10/1982, San Miguel ,vip
1540,Juan Gómez Castillo,juan.gomez.castillo0@gmail.com,M,8/14/1969,Sonsonate,PREMIUM
1541,Carmen Morales Aguilar,carmen.morales.aguilar1@example.com,Mujer,8/24/1949, San Salvador ,Regular
1542,Luis García Chávez,luis.garcia.chavez2@correo.com,m,5/19/1994,SanSalvador,
1543,Diego Castillo Martínez,diego.castillo.martinez3@correo.com,,17-04-1975, San Miguel ,Regular
1544,Carlos Morales Rojas,carlos.morales.rojas4@example.com,m,5/24/2012,santa ana,PYME
1545,Luis Pérez Martínez,luis.perez.martinez5@mail.com,Fem,2/16/1947,la libertad,Premium
1546,María Castillo Reyes,maria.castillo.reyes6@correo.com,,12/9/2001,La Libertad,
1547,Jorge Castillo Ramírez,jorge.castillo.ramirez0@example.com,Fem,15-06-1982,Sta. Ana,vip
1548,Juan Martínez Flores,juan.martinez.flores1@seguro.sv,,13-12-1974,SanMiguel,Premium
1549,Marta Rojas Reyes,marta.rojas.reyes2@correo.com,F,3/6/2007,SanMiguel,vip
1550,Ricardo Reyes Pérez,ricardo.reyes.perez3@correo.com,Hombre,10/9/1943,L. Libertad,PREMIUM
1551,Carmen Rojas Martínez,carmen.rojas.martinez4@example.com,Mujer,6/23/1930,San Miguel,vip
1552,Ricardo Mendoza Ramírez,ricardo.mendoza.ramirez5@gmail.com,Female,12/8/1958, La Libertad ,
1553,Karla Torres Ramírez,karla.torres.ramirez6@mail.com,,1/8/1979,Sonso,
1554,Paula Martínez Castillo,paula.martinez.castillo0@gmail.com,m,11/2/1969,LaLibertad,PYME
1555,Karla Santos Cruz,karla.santos.cruz1@correo.com,,4/10/1968,San Miguel,PREMIUM
1556,Jorge Flores Morales,jorge.flores.morales2@correo.com,,2/4/2030,La Libertad,Pyme
1557,Juan García Flores,juan.garcia.flores3@gmail.com,,1/8/1988,Sonso,
1558,Juan Aguilar Santos,juan.aguilar.santos4@gmail.com,Female,2/23/1959,SantaAna,
1559,Marta Gómez Ortiz,marta.gomez.ortiz5@seguro.sv,M,11/11/1998,SantaAna,VIP
1560,José Pérez Flores,jose.perez.flores6@example.com,,1/3/1955,la libertad,Premium
1561,Pedro Hernández Castillo,pedro.hernandez.castillo0@gmail.com,m,10/7/1967,San salvador,vip
1562,Ana Cruz García,ana.cruz.garcia1@example.com,Fem,11/9/2009,L. Libertad,vip
1563,Daniela Ortiz Chávez,daniela.ortiz.chavez2@gmail.com,Female,10/28/1985,San Miguel,REGULAR
1564,Carmen Morales Ramírez,carmen.morales.ramirez3@mail.com,Mujer,12/2/1988,San salvador,Premium
1565,Marta Gómez Mendoza,marta.gomez.mendoza4@seguro.sv,m,11/10/2001,SS,Pyme
1566,Andrés Hernández Mendoza,andres.hernandez.mendoza5@correo.com,Fem,9/8/2009,Sonsonate ,
1567,María Cruz Aguilar,maria.cruz.aguilar6@seguro.sv,femenino,1/4/1990,Santa Ana,VIP
1568,Paula Ramírez López,paula.ramirez.lopez0@example.com,m,3/22/1991,La Libertad,REGULAR
1569,Paula García Pérez,paula.garcia.perez1@gmail.com,M,8/10/1948,SantaAna,PYME
1570,Fernanda Ortiz Reyes,fernanda.ortiz.reyes2@mail.com,m,9/29/1950,Sta. Ana,
1571,Andrés Castillo Martínez,andres.castillo.martinez3@example.com,m,24/07/1949,SanMiguel,Premium
1572,Valeria Reyes Rojas,valeria.reyes.rojas4@example.com,M,3/9/1946,S. Miguel,Pyme
1573,Ana López Castillo,ana.lopez.castillo5@mail.com,Fem,5/27/1969, Sonsonate,vip
1574,Pedro Hernández Hernández,pedro.hernandez.hernandez6@example.com,M,14/09/1963,sonsonate,
1575,María Cruz Martínez,maria.cruz.martinez0@gmail.com,Hombre,10/21/1964, Sonsonate,
1576,Carlos Ortiz Castillo,carlos.ortiz.castillo1@mail.com,Female,4/1/1949,SS,Regular
1577,Juan Pérez García,juan.perez.garcia2@gmail.com,F,6/17/1948,La Libertad,PYME
1578,Pedro Morales Ortiz,pedro.morales.ortiz3@gmail.com,Hombre,3/8/1949,SS,Premium
1579,Carmen Santos Hernández,carmen.santos.hernandez4@seguro.sv,Masculino,5/8/1996, Santa Ana ,PREMIUM
1580,Andrés López Mendoza,andres.lopez.mendoza5@correo.com,,7/8/1964,Santa Ana,Pyme
1581,Sofía Torres Morales,sofia.torres.morales6@example.com,femenino,7/4/1957, La Libertad ,Pyme
1582,Jorge Castillo Flores,jorge.castillo.flores0@mail.com,,5/5/1962,Sonsonate ,VIP
1583,José Morales Santos,jose.morales.santos1@correo.com,Mujer,24/02/1957,Sonsonate,PREMIUM
1584,Luis Martínez Cruz,luis.martinez.cruz2@mail.com,m,5/6/1962,santa ana,Regular
1585,José Santos López,jose.santos.lopez3@mail.com,F,24-06-1998,SS,PREMIUM
1586,Paula Pérez Pérez,paula.perez.perez4@mail.com,femenino,12/24/2004,LaLibertad,
1587,Valeria Chávez Ramírez,valeria.chavez.ramirez5@seguro.sv,femenino,21/12/1996,SantaAna,PYME
1588,Valeria Rojas Martínez,valeria.rojas.martinez6@mail.com,F,6/8/2030,Sonso,PREMIUM
1589,Andrés Hernández Castillo,andres.hernandez.castillo0@correo.com,,8/15/1952, La Libertad ,vip
1590,Jorge Chávez Vásquez,jorge.chavez.vasquez1@seguro.sv,Masculino,3/15/1967,LaLibertad,Regular
1591,Carmen Aguilar Cruz,carmen.aguilar.cruz2@mail.com,Masculino,22-04-1979,la libertad,
1592,Daniela Pérez Hernández,daniela.perez.hernandez3@gmail.com,Female,1/6/1964, San Miguel ,Regular
1593,Lucía López García,lucia.lopez.garcia4@mail.com,Masculino,11/18/1990,san miguel,
1594,Karla Santos Mendoza,karla.santos.mendoza5@gmail.com,F,30/05/1956,SS,
1595,Andrés Santos Reyes,andres.santos.reyes6@correo.com,M,2/17/1940,L. Libertad,Regular
1596,Jorge Ramírez Morales,jorge.ramirez.morales0@gmail.com,Mujer,2/4/2000,San Miguel,Pyme
1597,Ricardo Torres Ramírez,ricardo.torres.ramirez1@example.com,femenino,20-12-1961, Santa Ana ,REGULAR
1598,Ricardo Cruz Rojas,ricardo.cruz.rojas2@mail.com,M,6/16/1990,santa ana,Pyme
1599,Juan Ramírez Chávez,juan.ramirez.chavez3@mail.com,M,12/29/1976,la libertad,PREMIUM
1600,Sofía Ramírez Vásquez,sofia.ramirez.vasquez4@mail.com,Mujer,8/9/1948,SS,
1601,Paula Ramírez García,paula.ramirez.garcia5@gmail.com,M,7/29/1970, San Miguel ,
1602,Diego Martínez Aguilar,diego.martinez.aguilar6@correo.com,m,10/24/2001,la libertad,Pyme
1603,Marta Hernández García,marta.hernandez.garcia0@gmail.com,Female,3/10/1985,L. Libertad,REGULAR
1604,Paula Ortiz Gómez,paula.ortiz.gomez1@gmail.com,F,5/31/1942,santa ana,Premium
1605,Diego Martínez Gómez,diego.martinez.gomez2@correo.com,Fem,7/27/1957,La Libertad,PYME
1606,Diego Torres Pérez,diego.torres.perez3@correo.com,femenino,10/28/1942,la libertad,vip
1607,Carmen Aguilar Morales,carmen.aguilar.morales4@mail.com,Hombre,6/9/1940,La Libertad,vip
1608,Carmen Ramírez García,carmen.ramirez.garcia5@seguro.sv,Masculino,16/10/1953, San Miguel ,
1609,Daniela Santos Santos,daniela.santos.santos6@correo.com,Mujer,8/11/1969,sonsonate,PYME
1610,Andrés Gómez Torres,andres.gomez.torres0@example.com,Female,4/19/2011,Santa Ana,PREMIUM
1611,Lucía Castillo Morales,lucia.castillo.morales1@mail.com,Mujer,4/23/2009,Santa Ana,PREMIUM
1612,Fernanda Hernández Ortiz,fernanda.hernandez.ortiz2@gmail.com,Fem,1/1/1983,sonsonate,
1613,Diego Pérez Cruz,diego.perez.cruz3@gmail.com,Hombre,7/21/1944, Santa Ana ,
1614,María Reyes Mendoza,maria.reyes.mendoza4@example.com,femenino,3/23/1988,santa ana,VIP
1615,Andrés Aguilar Ramírez,andres.aguilar.ramirez5@correo.com,m,7/14/1952,sonsonate,
1616,Paula García Rojas,paula.garcia.rojas6@mail.com,femenino,4/9/2004,Sta. Ana,REGULAR
1617,Ana Martínez López,ana.martinez.lopez0@mail.com,F,12/24/2009,san miguel,
1618,María García Ramírez,maria.garcia.ramirez1@mail.com,,2/18/1983,San Miguel,
1619,Ana Pérez Vásquez,ana.perez.vasquez2@mail.com,Hombre,1/25/1968,S. Miguel,Premium
1620,María Ortiz Pérez,maria.ortiz.perez3@gmail.com,,11/10/1993, La Libertad ,vip
1621,Luis Gómez Castillo,luis.gomez.castillo4@mail.com,femenino,25-12-1984,La Libertad,
1622,Andrés Chávez López,andres.chavez.lopez5@mail.com,m,12/17/1943,SantaAna,REGULAR
1623,Marta García Vásquez,marta.garcia.vasquez6@gmail.com,Fem,10/12/2004, La Libertad ,vip
1624,Diego Rojas Pérez,diego.rojas.perez0@correo.com,femenino,7/26/2011,SS,Regular
1625,Carmen Santos Morales,carmen.santos.morales1@mail.com,m,15-06-2005,SanSalvador,PREMIUM
1626,Diego Rojas Torres,diego.rojas.torres2@gmail.com,femenino,2/7/1995, Sonsonate,Premium
1627,Luis García Martínez,luis.garcia.martinez3@mail.com,,1/10/1964,Sonsonate,
1628,Daniela López Flores,daniela.lopez.flores4@correo.com,Hombre,14-02-1996,la libertad,
1629,Sofía Morales Ramírez,sofia.morales.ramirez5@seguro.sv,Female,26/05/1987,Santa Ana,Premium
1630,Lucía Torres Castillo,lucia.torres.castillo6@gmail.com,m,2/17/2005,L. Libertad,Premium
1631,Ana Cruz Rojas,ana.cruz.rojas0@example.com,Hombre,13-11-2007,Santa Ana,Regular
1632,Valeria García Chávez,valeria.garcia.chavez1@example.com,m,29-08-1943,Sta. Ana,REGULAR
1633,Carlos Martínez Gómez,carlos.martinez.gomez2@example.com,femenino,3/6/1976,Sta. Ana,PREMIUM
1634,Ana García Aguilar,ana.garcia.aguilar3@example.com,Female,11/5/1973, Sonsonate,
1635,Ana Cruz Hernández,ana.cruz.hernandez4@gmail.com,Hombre,17/01/1973,S. Miguel,Premium
1636,Paula Torres Martínez,paula.torres.martinez5@mail.com,Female,6/9/2000,san miguel,PREMIUM
1637,Sofía Ramírez Vásquez,sofia.ramirez.vasquez6@example.com,Mujer,6/7/1957,SanSalvador,PREMIUM
1638,Luis Hernández García,luis.hernandez.garcia0@seguro.sv,Hombre,26-06-1948, San Salvador ,VIP
1639,Karla Ramírez Cruz,karla.ramirez.cruz1@correo.com,,24/03/1993,SantaAna,REGULAR
1640,Diego Martínez Rojas,diego.martinez.rojas2@mail.com,Mujer,2/12/1943,L. Libertad,Pyme
1641,José Chávez Mendoza,jose.chavez.mendoza3@gmail.com,F,7/13/1976,santa ana,VIP
1642,Ana Santos Hernández,ana.santos.hernandez4@mail.com,Hombre,6/1/1970, Sonsonate,VIP
1643,Diego Morales Reyes,diego.morales.reyes5@seguro.sv,Female,5/15/1982,Sonsonate,Pyme
1644,Ana Torres Ramírez,ana.torres.ramirez6@example.com,Fem,2/23/1975,SS,
1645,María Hernández Mendoza,maria.hernandez.mendoza0@example.com,M,5/9/1997,san miguel,PREMIUM
1646,Lucía Mendoza Aguilar,lucia.mendoza.aguilar1@gmail.com,Fem,7/10/1970,santa ana,Premium
1647,Sofía Torres Torres,sofia.torres.torres2@correo.com,,5/19/1985,S. Miguel,Pyme
1648,María García Flores,maria.garcia.flores3@example.com,Fem,4/10/1943,Sonsonate ,VIP
1649,Pedro López Reyes,pedro.lopez.reyes4@seguro.sv,,27-04-1961, San Salvador ,vip
1650,José Pérez Rojas,jose.perez.rojas5@mail.com,Masculino,1/2/2010,sonsonate,REGULAR
1651,Lucía Morales Torres,lucia.morales.torres6@mail.com,,6/12/1947,La Libertad,REGULAR
1652,Sofía Hernández Gómez,sofia.hernandez.gomez0@example.com,femenino,11/11/2008, La Libertad ,
1653,Carmen Rojas Santos,carmen.rojas.santos1@seguro.sv,,10/4/1949, Santa Ana ,PREMIUM
1654,Daniela Flores Castillo,daniela.flores.castillo2@mail.com,Masculino,4/3/2007,Sonsonate,
1655,Paula Ramírez Reyes,paula.ramirez.reyes3@gmail.com,Hombre,10/10/1966,La Libertad,PREMIUM
1656,Diego Vásquez Torres,diego.vasquez.torres4@mail.com,m,12/9/2004,La Libertad,
1657,Juan Mendoza Vásquez,juan.mendoza.vasquez5@mail.com,Female,8/22/1990,sonsonate,VIP
1658,Paula Flores Santos,paula.flores.santos6@gmail.com,Mujer,6/5/2012, La Libertad ,
1659,Lucía Castillo Ortiz,lucia.castillo.ortiz0@gmail.com,m,28-07-1997, San Salvador ,Regular
1660,Luis Ortiz Vásquez,luis.ortiz.vasquez1@gmail.com,Masculino,20/12/1991, San Miguel ,vip
1661,Carlos López Mendoza,carlos.lopez.mendoza2@correo.com,Fem,10/10/1967,San salvador,PREMIUM
1662,Carlos Pérez Rojas,carlos.perez.rojas3@mail.com,,4/6/1976, San Salvador ,PYME
1663,Luis Morales Hernández,luis.morales.hernandez4@mail.com,m,5/1/1981,santa ana,Regular
1664,Fernanda Cruz Mendoza,fernanda.cruz.mendoza5@gmail.com,femenino,7/6/1994,sonsonate,
1665,Ana Castillo López,ana.castillo.lopez6@mail.com,Fem,12/3/1970,Sonsonate ,REGULAR
1666,Ana Ortiz Pérez,ana.ortiz.perez0@example.com,Hombre,11/6/1976,L. Libertad,vip
1667,Fernanda Morales Santos,fernanda.morales.santos1@mail.com,Masculino,12/9/1973,Sonsonate ,Pyme
1668,José Pérez Ramírez,jose.perez.ramirez2@gmail.com,femenino,6/2/2012,san miguel,Regular
1669,Lucía Ortiz Pérez,lucia.ortiz.perez3@example.com,Hombre,8/2/1961,San Salvador,Premium
1670,Ricardo Cruz López,ricardo.cruz.lopez4@gmail.com,,8/1/1940,LaLibertad,vip
1671,Juan Hernández Morales,juan.hernandez.morales5@mail.com,m,16/03/1985,Sonso,VIP
1672,Juan García Morales,juan.garcia.morales6@example.com,M,5/9/1987,Sonsonate,REGULAR
1673,Juan Chávez Rojas,juan.chavez.rojas0@gmail.com,Masculino,5/29/2009,LaLibertad,Premium
1674,Juan Vásquez Cruz,juan.vasquez.cruz1@mail.com,,11/3/1997, La Libertad ,Regular
1675,Lucía Gómez Martínez,lucia.gomez.martinez2@correo.com,,31-01-2004, Santa Ana ,Premium
1676,Pedro López Ortiz,pedro.lopez.ortiz3@seguro.sv,m,26-08-2011,La Libertad,Premium
1677,Jorge Torres García,jorge.torres.garcia4@mail.com,,12/31/2008,Sonso,vip
1678,Sofía Ramírez Ramírez,sofia.ramirez.ramirez5@correo.com,femenino,9/19/1980,santa ana,REGULAR
1679,Lucía Hernández Chávez,lucia.hernandez.chavez6@seguro.sv,F,12/11/1988,Santa Ana,vip
1680,Karla Gómez López,karla.gomez.lopez0@seguro.sv,Masculino,1/28/1974,san miguel,PYME
1681,Ricardo Ortiz Santos,ricardo.ortiz.santos1@correo.com,Masculino,12/12/1970, San Salvador ,Regular
1682,Carlos Flores Santos,carlos.flores.santos2@correo.com,Mujer,5/30/1944,San salvador,Pyme
1683,Carlos Mendoza Martínez,carlos.mendoza.martinez3@example.com,F,24/06/1948,la libertad,Regular
1684,José Morales Aguilar,jose.morales.aguilar4@correo.com,,4/12/1987,sonsonate,Premium
1685,María López Gómez,maria.lopez.gomez5@seguro.sv,Mujer,5/1/1997,Santa Ana,PREMIUM
